video_annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,video_id,video_filename,shape_id,shape_name,points,frames,annotation_id,created_at,attributes
31039,398,"Asteroidea stet.","Fauna > Asteroidea stet.",1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[1362.86,508.3]]",[809.778059],31048,"2025-02-18 14:21:30","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31040,322,"Laser points","Laser points",1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[774.91,792.9]]",[820.416497],31049,"2025-02-18 14:22:24","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31041,322,"Laser points","Laser points",1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[791.65,766.11]]",[820.416497],31050,"2025-02-18 14:22:26","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31042,364,Fauna,Fauna,1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[949.69,286.65]]",[823.547296],31051,"2025-02-18 14:26:41","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31043,364,Fauna,Fauna,1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[1040.76,332.18]]",[823.547296],31052,"2025-02-18 14:26:43","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31044,364,Fauna,Fauna,1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[476.92,222.36]]",[823.547296],31053,"2025-02-18 14:26:47","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31045,364,Fauna,Fauna,1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[1441.21,486.87]]",[830.178463],31054,"2025-02-18 14:27:51","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31046,364,Fauna,Fauna,1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[370.45,618.12]]",[825.791852],31055,"2025-02-18 14:52:19","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31047,364,Fauna,Fauna,1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[325.58,563.21]]",[825.791852],31056,"2025-02-18 14:52:20","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31048,322,"Laser points","Laser points",1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[776.92,798.92]]",[830.466567],31057,"2025-02-18 14:52:55","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
31049,322,"Laser points","Laser points",1,Birte,Schuppe,55,anevik_1_11.mp4,1,Point,"[[795,776.16]]",[830.466567],31058,"2025-02-18 14:52:57","{""mimetype"":""video\/mp4"",""size"":2298656820,""width"":1920,""height"":1080}"
