datetime,videotime,lon,lat,depth,elapsed_seconds,xsmoothed,ysmoothed,depthsmoothed,LON2,LAT2,DEPTH2,videotime_interpolated
2021-01-07T10:20:59Z,00:49:55,5.27105617,7.999965,107.8,2992,5.271048711836302,7.999965598878548,107.83637682834555,5.271048711836302,7.999965598878548,107.83637682834555,2992
2021-01-07T10:21:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271053556116179,7.999962950865823,107.7689173536956,2993
2021-01-07T10:21:01Z,00:49:57,5.271061,7.9999605,107.7,2994,5.271058136861367,7.999960332567339,107.69660897890465,5.271058136861367,7.999960332567339,107.69660897890465,2994
2021-01-07T10:21:02Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271062435428939,7.999957749222179,107.61867060725399,2995
2021-01-07T10:21:03Z,00:49:59,5.27106233,7.9999555,107.5,2996,5.271066448349776,7.99995520177247,107.53499422454003,5.271066448349776,7.99995520177247,107.53499422454003,2996
2021-01-07T10:21:04Z,NA,NA,NA,NA,NA,NA,NA,NA,5.2710701916811775,7.999952685630768,107.44633797619052,2997
2021-01-07T10:21:05Z,00:50:01,5.271066,7.99995117,107.2,2998,5.271073682766986,7.99995019584532,107.35351707715925,5.271073682766986,7.99995019584532,107.35351707715925,2998
2021-01-07T10:21:06Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271076938951063,7.999947727464334,107.25734674239929,2999
2021-01-07T10:21:07Z,00:50:03,5.27107117,7.99994583,107.1,3000,5.271079977577267,7.999945275536059,107.1586421868635,5.271079977577267,7.999945275536059,107.1586421868635,3000
2021-01-07T10:21:08Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271082815989443,7.999942835108719,107.05821862550572,3001
2021-01-07T10:21:09Z,00:50:05,5.27107683,7.9999415,106.8,3002,5.271085471531456,7.999940401230553,106.95689127327944,5.271085471531456,7.999940401230553,106.95689127327944,3002
2021-01-07T10:21:10Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271087961547167,7.99993796894979,106.85547534513795,3003
2021-01-07T10:21:11Z,00:50:06,5.27108133,7.99993617,106.7,3004,5.271090303380409,7.99993553331466,106.75478605603439,5.271090303380409,7.99993553331466,106.75478605603439,3004
2021-01-07T10:21:12Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271092514375065,7.999933089373382,106.65563862092203,3005
2021-01-07T10:21:13Z,00:50:10,5.27109117,7.9999255,106.5,3006,5.2710946118749655,7.999930632174199,106.5588482547544,5.2710946118749655,7.999930632174199,106.5588482547544,3006
2021-01-07T10:21:14Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271096613223982,7.999928156765347,106.46523017248512,3007
2021-01-07T10:21:15Z,00:50:12,5.27110067,7.999921,106.4,3008,5.2710985357659625,7.999925658195075,106.37559958906722,5.2710985357659625,7.999925658195075,106.37559958906722,3008
2021-01-07T10:21:16Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271100396844763,7.999923131511555,106.29077171945397,3009
2021-01-07T10:21:17Z,00:50:14,5.27110833,7.99991617,106.3,3010,5.27110221380425,7.999920571763076,106.21156177859895,5.27110221380425,7.999920571763076,106.21156177859895,3010
2021-01-07T10:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271104003988263,7.999917973997849,106.13878498145539,3011
2021-01-07T10:21:19Z,00:50:16,5.27111517,7.99991233,106.2,3012,5.271105784740665,7.999915333264106,106.07325654297705,5.271105784740665,7.999915333264106,106.07325654297705,3012
2021-01-07T10:21:20Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271107573405307,7.999912644610067,106.01579167811644,3013
2021-01-07T10:21:21Z,00:50:18,5.27111717,7.99990867,106.1,3014,5.271109387326061,7.999909903083978,105.96720560182779,5.271109387326061,7.999909903083978,105.96720560182779,3014
2021-01-07T10:21:22Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271111243846758,7.999907103734077,105.92831352906391,3015
2021-01-07T10:21:23Z,00:50:19,5.2711205,7.99990433,106,3016,5.2711131605969035,7.999904242072954,105.8998895748102,5.2711131605969035,7.999904242072954,105.8998895748102,3016
2021-01-07T10:21:24Z,NA,NA,NA,NA,NA,NA,NA,NA,5.271115159782219,7.999901321053452,105.88204935928705,3017
2021-01-07T10:21:25Z,00:50:21,5.271122,7.99989917,106,3018,5.2711172672926745,7.9998983496182055,105.87437837048262,5.2711172672926745,7.9998983496182055,105.87437837048262,3018
